mode	category	task_name	policy	task_progress
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	general_300m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	general_400m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	mtonly_100m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	mtonly_25m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	mtonly_50m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:1_num_agent:1)_reward_to:agent	mtonly_75m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:3_num_agent:1)_reward_to:agent	general_100m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:3_num_agent:1)_reward_to:agent	general_200m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:3_num_agent:1)_reward_to:agent	general_300m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:3_num_agent:1)_reward_to:agent	general_400m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:3_num_agent:1)_reward_to:agent	mtonly_100m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:3_num_agent:1)_reward_to:agent	mtonly_25m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:3_num_agent:1)_reward_to:agent	mtonly_50m	0.000000
pvp	item	curriculum/Task_FullyArmed_(combat_style:Range_level:3_num_agent:1)_reward_to:agent	mtonly_75m	0.000000
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:1_quantity:20)_reward_to:agent	general_100m	0.132157
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:1_quantity:20)_reward_to:agent	general_200m	0.165943
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:1_quantity:20)_reward_to:agent	general_300m	0.190872
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:1_quantity:20)_reward_to:agent	general_400m	0.205051
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:1_quantity:20)_reward_to:agent	mtonly_100m	0.229833
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:1_quantity:20)_reward_to:agent	mtonly_25m	0.123692
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:1_quantity:20)_reward_to:agent	mtonly_50m	0.189082
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:1_quantity:20)_reward_to:agent	mtonly_75m	0.163186
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:3_quantity:20)_reward_to:agent	general_100m	0.003658
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:3_quantity:20)_reward_to:agent	general_200m	0.010500
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:3_quantity:20)_reward_to:agent	general_300m	0.003737
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:3_quantity:20)_reward_to:agent	general_400m	0.011652
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:3_quantity:20)_reward_to:agent	mtonly_100m	0.006687
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:3_quantity:20)_reward_to:agent	mtonly_25m	0.003987
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:3_quantity:20)_reward_to:agent	mtonly_50m	0.011239
pvp	item	curriculum/Task_HarvestItem_(item:Arrow_level:3_quantity:20)_reward_to:agent	mtonly_75m	0.003939
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:1_quantity:20)_reward_to:agent	general_100m	0.159421
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:1_quantity:20)_reward_to:agent	general_200m	0.193784
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:1_quantity:20)_reward_to:agent	general_300m	0.179404
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:1_quantity:20)_reward_to:agent	general_400m	0.241799
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:1_quantity:20)_reward_to:agent	mtonly_100m	0.214208
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:1_quantity:20)_reward_to:agent	mtonly_25m	0.133563
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:1_quantity:20)_reward_to:agent	mtonly_50m	0.145611
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:1_quantity:20)_reward_to:agent	mtonly_75m	0.198293
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	general_100m	0.003213
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	general_200m	0.008257
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	general_300m	0.004114
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	general_400m	0.011163
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	mtonly_100m	0.007507
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	mtonly_25m	0.002422
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	mtonly_50m	0.002173
pvp	item	curriculum/Task_HarvestItem_(item:Runes_level:3_quantity:20)_reward_to:agent	mtonly_75m	0.005796
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	general_100m	0.185591
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	general_200m	0.177234
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	general_300m	0.178181
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	general_400m	0.205561
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	mtonly_100m	0.210402
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	mtonly_25m	0.107537
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	mtonly_50m	0.172912
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:1_quantity:20)_reward_to:agent	mtonly_75m	0.207316
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	general_100m	0.000965
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	general_200m	0.007520
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	general_300m	0.005470
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	general_400m	0.009991
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	mtonly_100m	0.010769
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	mtonly_25m	0.000578
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	mtonly_50m	0.001270
pvp	item	curriculum/Task_HarvestItem_(item:Whetstone_level:3_quantity:20)_reward_to:agent	mtonly_75m	0.001583
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	general_100m	0.185248
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	general_200m	0.233494
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	general_300m	0.245785
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	general_400m	0.279291
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	mtonly_100m	0.282596
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	mtonly_25m	0.107693
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	mtonly_50m	0.221412
pvp	market	curriculum/Task_CountEvent_(event:BUY_ITEM_N:20)_reward_to:agent	mtonly_75m	0.215251
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	general_100m	0.147799
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	general_200m	0.245000
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	general_300m	0.258406
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	general_400m	0.225016
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	mtonly_100m	0.295236
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	mtonly_25m	0.097087
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	mtonly_50m	0.215939
pvp	market	curriculum/Task_CountEvent_(event:EARN_GOLD_N:20)_reward_to:agent	mtonly_75m	0.238278
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	general_100m	0.399808
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	general_200m	0.447240
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	general_300m	0.476360
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	general_400m	0.489512
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	mtonly_100m	0.522007
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	mtonly_25m	0.234947
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	mtonly_50m	0.415406
pvp	market	curriculum/Task_EarnGold_(amount:100)_reward_to:agent	mtonly_75m	0.442372
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	general_100m	0.291433
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	general_200m	0.373339
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	general_300m	0.389200
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	general_400m	0.397091
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	mtonly_100m	0.359666
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	mtonly_25m	0.183187
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	mtonly_50m	0.314848
pvp	market	curriculum/Task_HoardGold_(amount:100)_reward_to:agent	mtonly_75m	0.336259
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	general_100m	0.227850
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	general_200m	0.283346
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	general_300m	0.315492
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	general_400m	0.341168
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	mtonly_100m	0.396872
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	mtonly_25m	0.143222
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	mtonly_50m	0.268116
pvp	market	curriculum/Task_MakeProfit_(amount:100)_reward_to:agent	mtonly_75m	0.320085
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	general_100m	0.033092
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	general_200m	0.065534
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	general_300m	0.068916
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	general_400m	0.064478
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.068120
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.025617
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.037235
pvp	skill	curriculum/Task_AttainSkill_(skill:Alchemy_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.052282
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	general_100m	0.037128
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	general_200m	0.062470
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	general_300m	0.053366
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	general_400m	0.054720
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.067111
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.023258
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.061235
pvp	skill	curriculum/Task_AttainSkill_(skill:Carving_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.042251
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	general_100m	0.066590
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	general_200m	0.075766
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	general_300m	0.085887
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	general_400m	0.097712
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.107871
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.039197
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.067564
pvp	skill	curriculum/Task_AttainSkill_(skill:Fishing_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.086807
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	general_100m	0.060484
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	general_200m	0.079848
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	general_300m	0.086800
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	general_400m	0.096841
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.097075
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.044443
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.065692
pvp	skill	curriculum/Task_AttainSkill_(skill:Herbalism_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.074453
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	general_100m	0.089868
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	general_200m	0.107218
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	general_300m	0.111895
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	general_400m	0.107447
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.091788
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.049710
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.091894
pvp	skill	curriculum/Task_AttainSkill_(skill:Mage_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.090800
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	general_100m	0.111880
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	general_200m	0.110594
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	general_300m	0.107420
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	general_400m	0.130830
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.102693
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.074737
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.083566
pvp	skill	curriculum/Task_AttainSkill_(skill:Melee_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.075410
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	general_100m	0.031358
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	general_200m	0.044129
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	general_300m	0.050160
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	general_400m	0.059273
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.080257
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.021326
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.048804
pvp	skill	curriculum/Task_AttainSkill_(skill:Prospecting_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.066991
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	general_100m	0.094884
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	general_200m	0.103806
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	general_300m	0.116734
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	general_400m	0.133119
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	mtonly_100m	0.116768
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	mtonly_25m	0.063151
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	mtonly_50m	0.100437
pvp	skill	curriculum/Task_AttainSkill_(skill:Range_level:10_num_agent:1)_reward_to:agent	mtonly_75m	0.090881
